Census,CountyOrigin,MunicipalityOrigin,DestinationState,DestinationCounty,DestinationMunicipality,LeavingArea,DirectionalCategories,InTown,ModeToWork,TotalEstCommutersOUT,InCityCommutersOUT,OutOfTownCommutersOUT,MarginOfError
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Bernards township,out of area,NJ-NorthEast,out-of-town,Data-not-available,54,0,54,41
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Bernardsville borough,out of area,US1-Northeast,out-of-town,Data-not-available,10,0,10,16
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Bound Brook borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,61,0,61,72
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Branchburg township,out of area,NJ-NorthEast,out-of-town,Data-not-available,87,0,87,40
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Bridgewater township,out of area,NJ-NorthEast,out-of-town,Data-not-available,391,0,391,117
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,Data-not-available,1111,0,1111,203
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Green Brook township,out of area,NJ-NorthEast,out-of-town,Data-not-available,37,0,37,51
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Hillsborough township,in area,US1-Northeast,out-of-town,Data-not-available,98,0,98,58
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Millstone borough,out of area,US1-Northeast,out-of-town,Data-not-available,14,0,14,26
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Montgomery township,in area,US1-Northeast,out-of-town,Data-not-available,290,0,290,199
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Raritan borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,141,0,141,91
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Somerville borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,109,0,109,64
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Warren township,out of area,NJ-NorthEast,out-of-town,Data-not-available,207,0,207,81
2011-2015,Middlesex County,North Brunswick township,New Jersey,Somerset County,Watchung borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,46,0,46,46
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Berkeley Heights township,out of area,NJ-NorthEast,out-of-town,Data-not-available,126,0,126,188
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Clark township,out of area,NJ-NorthEast,out-of-town,Data-not-available,41,0,41,42
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Cranford township,out of area,NJ-NorthEast,out-of-town,Data-not-available,34,0,34,35
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Elizabeth city,out of area,NJ-NorthEast,out-of-town,Data-not-available,70,0,70,45
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Hillside township,out of area,NJ-NorthEast,out-of-town,Data-not-available,14,0,14,13
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Linden city,out of area,NJ-NorthEast,out-of-town,Data-not-available,80,0,80,81
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Mountainside borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,48,0,48,73
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,New Providence borough,out of area,NJ-NorthEast,out-of-town,Data-not-available,18,0,18,28
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Plainfield city,out of area,NJ-NorthEast,out-of-town,Data-not-available,60,0,60,63
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Rahway city,out of area,NJ-NorthEast,out-of-town,Data-not-available,82,0,82,76
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Springfield township,out of area,NJ-NorthEast,out-of-town,Data-not-available,50,0,50,48
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Summit city,out of area,NJ-NorthEast,out-of-town,Data-not-available,45,0,45,56
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Union township,out of area,NJ-NorthEast,out-of-town,Data-not-available,146,0,146,101
2011-2015,Middlesex County,North Brunswick township,New Jersey,Union County,Westfield town,out of area,NJ-NorthEast,out-of-town,Data-not-available,21,0,21,32
2009-2013,Mercer County,Robbinsville township,New Jersey,Mercer County,Robbinsville township,in area,in-town,in-town,"Car, truck, or van: Drove alone",335,335,0,138
2009-2013,Mercer County,Robbinsville township,New Jersey,Mercer County,Robbinsville township,in area,in-town,in-town,Other travel mode,454,454,0,155
2011-2015,Mercer County,Robbinsville township,New Jersey,Mercer County,Robbinsville township,in area,in-town,in-town,Data-not-available,967,967,0,205
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",210,0,210,108
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,East Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",24,0,24,28
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",163,0,163,94
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Ewing township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",17,0,17,28
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",222,0,222,103
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Hamilton township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",54,0,54,52
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",116,0,116,72
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Hopewell township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",32,0,32,30
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",499,0,499,175
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",68,0,68,51
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Lawrence township,in area,US1-Northwest,out-of-town,Public transportation,11,0,11,23
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Pennington borough,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",98,0,98,96
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",796,0,796,183
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Princeton,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",127,0,127,88
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,"Car, truck, or van: Drove alone",266,0,266,113
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,Trenton city,in area,US1-Northwest,out-of-town,"Car, truck, or van: Carpooled",66,0,66,84
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,West Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",665,0,665,150
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,West Windsor township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",126,0,126,63
2009-2013,Middlesex County,Plainsboro township,New Jersey,Mercer County,West Windsor township,in area,US1-Southwest,out-of-town,Public transportation,27,0,27,30
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Drove alone",140,0,140,67
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,"Car, truck, or van: Carpooled",12,0,12,20
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Cranbury township,in area,US1-Southwest,out-of-town,Other travel mode,23,0,23,35
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Drove alone",92,0,92,52
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Carpooled",18,0,18,27
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Monroe township,in area,US1-Southeast,out-of-town,Other travel mode,13,0,13,21
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",250,0,250,104
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,"Car, truck, or van: Carpooled",16,0,16,26
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,New Brunswick city,in area,US1-Northeast,out-of-town,Other travel mode,12,0,12,21
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,South Brunswick township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Drove alone",468,0,468,151
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,South Brunswick township,in area,US1-Southeast,out-of-town,"Car, truck, or van: Carpooled",54,0,54,75
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",68,0,68,56
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Franklin township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Carpooled",18,0,18,29
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Montgomery township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Drove alone",171,0,171,75
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Montgomery township,in area,US1-Northeast,out-of-town,"Car, truck, or van: Carpooled",16,0,16,25
2009-2013,Middlesex County,Plainsboro township,New Jersey,Bergen County,Fort Lee borough,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",43,0,43,40
2009-2013,Middlesex County,Plainsboro township,New Jersey,Essex County,Newark city,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",34,0,34,39
2009-2013,Middlesex County,Plainsboro township,New Jersey,Essex County,Newark city,out of area,NJ-NorthEast,out-of-town,Public transportation,19,0,19,30
2009-2013,Middlesex County,Plainsboro township,New Jersey,Hudson County,Jersey City city,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",52,0,52,42
2009-2013,Middlesex County,Plainsboro township,New Jersey,Hudson County,Jersey City city,out of area,NJ-NorthEast,out-of-town,Public transportation,105,0,105,69
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,East Brunswick township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",78,0,78,57
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,East Brunswick township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",41,0,41,64
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",186,0,186,88
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",19,0,19,28
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Edison township,out of area,NJ-NorthEast,out-of-town,Public transportation,15,0,15,24
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Old Bridge township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",76,0,76,67
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Piscataway township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",166,0,166,89
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Piscataway township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",11,0,11,18
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Piscataway township,out of area,NJ-NorthEast,out-of-town,Other travel mode,28,0,28,44
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,South Plainfield borough,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",25,0,25,31
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,South Plainfield borough,out of area,NJ-NorthEast,out-of-town,Other travel mode,14,0,14,24
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Woodbridge township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",87,0,87,57
2009-2013,Middlesex County,Plainsboro township,New Jersey,Middlesex County,Woodbridge township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",15,0,15,24
2009-2013,Middlesex County,Plainsboro township,New Jersey,Morris County,Parsippany-Troy Hills township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",43,0,43,30
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Branchburg township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",69,0,69,81
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Bridgewater township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",77,0,77,60
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Raritan borough,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",45,0,45,42
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Raritan borough,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Carpooled",20,0,20,32
2009-2013,Middlesex County,Plainsboro township,New Jersey,Somerset County,Warren township,out of area,NJ-NorthEast,out-of-town,"Car, truck, or van: Drove alone",89,0,89,69
